tid,amount,date,price,type
1558506,0.19231693,2017-12-05 20:19:05,41598.0,bid
1558507,0.008,2017-12-05 20:21:25,41558.0,ask
1558508,0.09633447,2017-12-05 20:21:51,41522.0,ask
1558509,0.01,2017-12-05 20:23:06,41529.6,ask
1558510,0.0581029,2017-12-05 20:23:06,41523.0,ask
1558511,0.01283725,2017-12-05 20:23:49,41556.0,bid
1558512,0.15200147,2017-12-05 20:24:13,41556.0,bid
1558513,0.0088256,2017-12-05 20:25:04,41556.0,ask
1558514,0.0539649,2017-12-05 20:25:37,41556.0,ask
1558515,0.24,2017-12-05 20:26:44,41598.0,bid
1558516,0.140085,2017-12-05 20:27:02,41598.0,bid
1558517,0.008569499999999999,2017-12-05 20:27:03,41556.0,ask
1558518,0.00787971,2017-12-05 20:27:22,41598.0,bid
1558519,0.41762627,2017-12-05 20:29:02,41598.0004,bid
1558520,0.11627883,2017-12-05 20:29:02,41600.0,bid
1558521,0.18715635,2017-12-05 20:29:02,41625.0,bid
1558522,0.02,2017-12-05 20:29:21,41625.0,bid
1558523,0.00157086,2017-12-05 20:31:23,41556.0,ask
1558524,0.015068000000000002,2017-12-05 20:33:26,41620.837,ask
1558525,0.0039819,2017-12-05 20:33:30,41620.837,ask
1558526,0.60829992,2017-12-05 20:34:02,41625.0,bid
1558527,0.46926959,2017-12-05 20:34:02,41630.0,bid
1558528,0.09973758,2017-12-05 20:35:07,41630.0,bid
1558529,0.12757936,2017-12-05 20:35:54,41630.0,bid
1558530,0.02404763,2017-12-05 20:35:59,41630.0,bid
1558531,0.00120618,2017-12-05 20:36:29,41693.8302,bid
1558532,0.01860961,2017-12-05 20:36:40,41689.661,ask
1558533,0.00242613,2017-12-05 20:36:40,41630.0,ask
1558534,0.00887571,2017-12-05 20:37:05,41630.0,bid
1558535,0.47777485,2017-12-05 20:37:19,41698.9996,bid
1558536,0.30118406,2017-12-05 20:37:19,41699.0,bid
1558537,0.025519,2017-12-05 20:37:19,41699.9999,bid
1558538,0.007596800000000001,2017-12-05 20:37:19,41700.0,bid
1558539,0.02008889,2017-12-05 20:37:19,41700.0,bid
1558540,0.09995,2017-12-05 20:37:19,41700.0,bid
1558541,0.07323972,2017-12-05 20:37:19,41700.0,bid
1558542,0.0025,2017-12-05 20:37:19,41734.0,bid
1558543,0.31189338,2017-12-05 20:37:19,41750.0,bid
1558544,0.08211829,2017-12-05 20:37:19,41754.55,bid
1558545,0.06976133,2017-12-05 20:37:30,41754.55,ask
1558546,0.01918671,2017-12-05 20:37:30,41568.0004,ask
1558547,0.00124437,2017-12-05 20:37:56,41568.0004,ask
1558548,0.02043108,2017-12-05 20:42:52,41759.997,bid
1558549,0.075,2017-12-05 20:43:21,41759.997,ask
1558550,0.10456892,2017-12-05 20:43:29,41759.997,ask
1558551,0.01335394,2017-12-05 20:45:00,41764.9988,bid
1558552,0.04608249,2017-12-05 20:45:47,41749.9974,bid
1558553,0.00180464,2017-12-05 20:45:47,41750.0,bid
1558554,0.01329785,2017-12-05 20:46:51,41570.1129,ask
1558555,0.01,2017-12-05 20:48:19,41606.09,ask
1558556,0.023674900000000002,2017-12-05 20:48:19,41570.1149,ask
1558557,0.03867856,2017-12-05 20:50:45,41581.0,ask
1558558,0.00942054,2017-12-05 20:50:45,41580.1,ask
1558559,0.00360742,2017-12-05 20:53:35,41581.0,ask
1558560,0.023674900000000002,2017-12-05 20:54:01,41747.9996,bid
1558561,0.02271157,2017-12-05 20:54:01,41748.0,bid
1558562,0.13806659,2017-12-05 20:54:01,41748.0,bid
1558563,0.02799806,2017-12-05 20:54:01,41581.0,ask
1558564,0.03592987,2017-12-05 20:59:13,41747.977,ask
1558565,0.09025842,2017-12-05 20:59:14,41600.0,ask
1558566,0.00980099,2017-12-05 20:59:14,41595.64,ask
1558567,0.7594418000000001,2017-12-05 20:59:14,41582.1242,ask
1558568,0.03615084,2017-12-05 21:00:40,41749.0,bid
1558569,1.0,2017-12-05 21:00:45,41582.2004,ask
1558570,0.04380761,2017-12-05 21:00:59,41582.2004,ask
1558571,0.0336279,2017-12-05 21:02:07,41582.2004,ask
1558572,0.00248517,2017-12-05 21:02:09,41749.0,bid
1558573,0.47655681,2017-12-05 21:02:09,41749.9996,bid
1558574,0.31137724,2017-12-05 21:03:01,41740.0,bid
1558575,0.0106646,2017-12-05 21:03:10,41740.0,bid
1558576,0.00107814,2017-12-05 21:03:10,41740.0,bid
1558577,0.47927266,2017-12-05 21:04:09,41729.8994,bid
1558578,0.0,2017-12-05 21:04:09,41730.0,bid
1558579,0.03996203,2017-12-05 21:06:09,41584.0,ask
1558580,0.14,2017-12-05 21:06:09,41583.11,ask
1558581,0.30100169,2017-12-05 21:06:09,41583.1,ask
1558582,0.00480621,2017-12-05 21:07:04,41585.0,ask
1558583,0.011893,2017-12-05 21:07:04,41583.1,ask
1558584,0.16530906,2017-12-05 21:07:04,41583.0,ask
1558585,0.15083245,2017-12-05 21:07:04,41582.2111,ask
1558586,0.01851957,2017-12-05 21:07:04,41573.0,ask
1558587,0.12964996,2017-12-05 21:07:04,41571.0,ask
1558588,0.05336197,2017-12-05 21:08:18,41689.8996,bid
1558589,0.00359799,2017-12-05 21:08:33,41689.8996,bid
1558590,0.5,2017-12-05 21:09:10,41586.0,ask
1558591,0.00719601,2017-12-05 21:10:23,41686.9978,bid
1558592,0.42387661,2017-12-05 21:11:38,41591.0,ask
1558593,0.05699803,2017-12-05 21:11:38,41590.0,ask
1558594,0.48088482,2017-12-05 21:12:32,41590.0004,ask
1558595,0.01960414,2017-12-05 21:12:42,41590.0004,ask
1558596,0.09942649,2017-12-05 21:13:13,41591.0,ask
